k41_signRatio 0.31 +- 0.01 0.31 +- 0.01
k41_t1 0.0139 +- 0.0005 0.0130 +- 0.0004
k41_t2 0.0351 +- 0.0005 0.0340 +- 0.0004
k42_signRatio 0.47 +- 0.02 0.37 +- 0.02
k42_t1 0.0153 +- 0.0006 0.0160 +- 0.0007
k42_t2 0.0361 +- 0.0009 0.0332 +- 0.0007
k51_t1 0.020 +- 0.001 0.0192 +- 0.0009
k999_signRatio 0.14 +- 0.02 0.76 +- 0.02
k999_t1 0.008 +- 0.002 0.0185 +- 0.0006
k999_t2 0.0310 +- 0.0009 0.052 +- 0.004
